size,seed,algorithm,src,dst,step_budget,fuel_budget,reachable,steps,fuel,moves,time_ms
32,85,bfs,190,857,115,171,True,40,28,21,5.294458998832852
32,85,dijkstra,190,857,115,171,True,39,29,21,4.76345798233524
32,85,gbfs,190,857,115,171,True,42,33,22,0.12912502279505134
32,85,astar,190,857,115,171,True,39,29,21,1.9533330341801047
32,86,dfs,350,101,71,148,True,71,40,34,1.3769170036539435
32,86,bfs,350,101,71,148,True,55,32,29,11.24550000531599
32,86,dijkstra,350,101,71,148,True,52,38,30,10.201208002399653
32,86,gbfs,350,101,71,148,True,58,37,30,0.17866695998236537
32,86,astar,350,101,71,148,True,52,38,30,4.673667019233108
32,87,dfs,431,654,101,184,True,100,62,50,3.398332977667451
32,87,bfs,431,654,101,184,True,13,8,7,0.711583998054266
32,87,dijkstra,431,654,101,184,True,13,8,7,0.6762080010958016
32,87,gbfs,431,654,101,184,True,13,8,7,0.046874978579580784
32,87,astar,431,654,101,184,True,13,8,7,0.18812500638887286
32,88,dfs,312,635,165,434,True,165,103,76,106.91941698314622
32,88,bfs,312,635,165,434,True,18,13,10,1.8889170023612678
32,88,dijkstra,312,635,165,434,True,18,13,10,1.7121659475378692
32,88,gbfs,312,635,165,434,True,20,13,10,0.06433296948671341
32,88,astar,312,635,165,434,True,18,13,10,0.4723750171251595
32,89,dfs,993,530,84,172,True,84,54,41,7.061999989673495
32,89,bfs,993,530,84,172,True,46,31,25,5.224250024184585
32,89,dijkstra,993,530,84,172,True,46,31,25,3.861250006593764
32,89,gbfs,993,530,84,172,True,64,39,26,0.15066599007695913
32,89,astar,993,530,84,172,True,46,31,25,1.7462500254623592
32,90,dfs,909,807,116,195,True,116,78,53,27.818167000077665
32,90,bfs,909,807,116,195,True,14,11,8,0.6756250513717532
32,90,dijkstra,909,807,116,195,True,14,11,8,0.5314999725669622
32,90,gbfs,909,807,116,195,True,20,12,8,0.048667017836123705
32,90,astar,909,807,116,195,True,14,11,8,0.2015409991145134
32,91,dfs,690,172,85,197,True,85,61,42,15.096292016096413
32,91,bfs,690,172,85,197,True,35,19,16,4.059833998326212
32,91,dijkstra,690,172,85,197,True,34,20,17,5.154582962859422
32,91,gbfs,690,172,85,197,True,35,19,16,0.10499998461455107
32,91,astar,690,172,85,197,True,34,20,17,1.392750011291355
32,92,dfs,1015,834,171,438,True,171,110,82,69.71337500726804
32,92,bfs,1015,834,171,438,True,44,28,23,5.938208953011781
32,92,dijkstra,1015,834,171,438,True,44,28,23,4.810707992874086
32,92,gbfs,1015,834,171,438,True,56,34,24,0.1432910212315619
32,92,astar,1015,834,171,438,True,44,28,23,1.6876670415513217
32,93,dfs,186,80,190,248,True,190,120,94,958.2431250018999
32,93,bfs,186,80,190,248,True,21,12,11,1.2572080013342202
32,93,dijkstra,186,80,190,248,True,20,13,11,1.1732910061255097
32,93,gbfs,186,80,190,248,True,24,12,11,0.0687920255586505
32,93,astar,186,80,190,248,True,20,13,11,0.45366701669991016
32,94,dfs,433,639,203,359,True,203,123,90,1.9965830142609775
32,94,bfs,433,639,203,359,True,32,23,17,6.897416024003178
32,94,dijkstra,433,639,203,359,True,32,23,17,5.676499975379556
32,94,gbfs,433,639,203,359,True,39,25,17,0.1040829811245203
32,94,astar,433,639,203,359,True,32,23,17,1.2083749752491713
32,95,dfs,284,651,200,265,True,200,132,91,0.5059169488959014
32,95,bfs,284,651,200,265,True,44,32,23,9.692125022411346
32,95,dijkstra,284,651,200,265,True,40,36,24,7.283749990165234
32,95,gbfs,284,651,200,265,True,51,36,24,0.1437920145690441
32,95,astar,284,651,200,265,True,40,36,24,3.913792024832219
32,96,dfs,562,615,158,169,True,26,15,12,0.059958023484796286
32,96,bfs,562,615,158,169,True,24,15,12,3.068333026021719
32,96,dijkstra,562,615,158,169,True,24,15,12,2.793708990793675
32,96,gbfs,562,615,158,169,True,30,18,12,0.079624995123595
32,96,astar,562,615,158,169,True,24,15,12,0.5711670382879674
32,97,dfs,52,979,113,321,True,113,76,56,92.30337495682761
32,97,bfs,52,979,113,321,True,55,37,29,16.371833975426853
32,97,dijkstra,52,979,113,321,True,53,39,29,13.020832964684814
32,97,gbfs,52,979,113,321,True,67,41,29,0.17595902318134904
32,97,astar,52,979,113,321,True,53,39,29,5.952916981186718
32,98,dfs,834,81,155,397,True,155,107,77,105.84483301499858
32,98,bfs,834,81,155,397,True,55,37,28,9.750417026225477
32,98,dijkstra,834,81,155,397,True,54,39,29,9.641791984904557
32,98,gbfs,834,81,155,397,True,69,38,29,0.18433399964123964
32,98,astar,834,81,155,397,True,54,39,29,4.457250004634261
32,99,dfs,339,524,167,284,True,167,114,80,20.51174995722249
32,99,bfs,339,524,167,284,True,18,15,10,2.11441598366946
32,99,dijkstra,339,524,167,284,True,18,15,10,1.85870798304677
32,99,gbfs,339,524,167,284,True,18,15,10,0.06449996726587415
32,99,astar,339,524,167,284,True,18,15,10,0.5342079675756395
32,100,dfs,208,75,101,190,True,101,64,46,189.3967500072904
32,100,bfs,208,75,101,190,True,13,9,7,0.5742089706473053
32,100,dijkstra,208,75,101,190,True,13,9,7,0.5018339725211263
32,100,gbfs,208,75,101,190,True,13,9,7,0.0512079568579793
32,100,astar,208,75,101,190,True,13,9,7,0.18216599710285664
32,101,dfs,904,735,212,469,True,212,136,101,180.97316700732335
32,101,bfs,904,735,212,469,True,55,30,26,11.26529200701043
32,101,dijkstra,904,735,212,469,True,50,34,27,10.377667029388249
32,101,gbfs,904,735,212,469,True,67,41,27,0.17133296933025122
32,101,astar,904,735,212,469,True,50,34,27,3.632624982856214
32,102,dfs,717,512,101,242,True,101,69,48,265.73195803212
32,102,bfs,717,512,101,242,True,32,19,16,6.883749971166253
32,102,dijkstra,717,512,101,242,True,26,24,16,5.030667001847178
32,102,gbfs,717,512,101,242,True,38,22,17,0.10716699762269855
32,102,astar,717,512,101,242,True,26,24,16,1.3603749684989452
32,103,dfs,439,371,246,624,True,50,34,22,0.10191596811637282
32,103,bfs,439,371,246,624,True,9,6,5,0.25504198856651783
32,103,dijkstra,439,371,246,624,True,9,6,5,0.29666704358533025
32,103,gbfs,439,371,246,624,True,12,7,5,0.031832954846322536
32,103,astar,439,371,246,624,True,9,6,5,0.09595800656825304
32,104,dfs,795,946,69,73,True,69,48,36,8.912041026633233
32,104,bfs,795,946,69,73,True,23,15,12,1.97404099162668
32,104,dijkstra,795,946,69,73,True,21,17,12,1.7179999849759042
32,104,gbfs,795,946,69,73,True,32,19,12,0.08041702676564455
32,104,astar,795,946,69,73,True,21,17,12,0.5937920068390667
32,105,dfs,936,637,215,216,True,213,125,93,0.7270000060088933
32,105,bfs,936,637,215,216,True,48,31,26,8.325833012349904
32,105,dijkstra,936,637,215,216,True,47,33,26,6.801125011406839
32,105,gbfs,936,637,215,216,True,54,33,26,0.1626670127734542
32,105,astar,936,637,215,216,True,47,33,26,2.021417021751404
32,106,dfs,29,331,245,656,True,245,170,118,71.88974996097386
32,106,bfs,29,331,245,656,True,44,27,23,3.2125830184668303
32,106,dijkstra,29,331,245,656,True,43,29,23,2.694082970265299
32,106,gbfs,29,331,245,656,True,60,34,24,0.15066697960719466
32,106,astar,29,331,245,656,True,43,29,23,1.3843750348314643
32,107,dfs,90,581,127,322,True,127,77,56,1.7470000311732292
32,107,bfs,90,581,127,322,True,55,39,29,12.989957991521806
32,107,dijkstra,90,581,127,322,True,54,42,30,11.1708749900572
32,107,gbfs,90,581,127,322,True,61,39,30,0.17691601533442736
32,107,astar,90,581,127,322,True,54,42,30,4.826417018193752
32,108,dfs,581,416,97,117,True,97,58,44,79.38570796977729
32,108,bfs,581,416,97,117,True,18,9,8,0.9945419733412564
32,108,dijkstra,581,416,97,117,True,18,9,8,1.0409579845145345
32,108,gbfs,581,416,97,117,True,18,9,8,0.049291993491351604
32,108,astar,581,416,97,117,True,18,9,8,0.2963750157505274
32,109,dfs,536,728,135,251,True,135,93,66,22.441582987084985
32,109,bfs,536,728,135,251,True,11,9,6,0.644958985503763
32,109,dijkstra,536,728,135,251,True,11,9,6,0.5744589725509286
32,109,gbfs,536,728,135,251,True,11,9,6,0.0463749747723341
32,109,astar,536,728,135,251,True,11,9,6,0.18358399393036962
32,110,dfs,218,479,163,489,True,163,110,78,3.08158400002867
32,110,bfs,218,479,163,489,True,18,9,9,0.9193329606205225
32,110,dijkstra,218,479,163,489,True,18,9,9,1.168792019598186
32,110,gbfs,218,479,163,489,True,19,10,9,0.06175000453367829
32,110,astar,218,479,163,489,True,18,9,9,0.4551250021904707
32,111,dfs,955,3,118,325,True,118,75,58,101.90220799995586
32,111,bfs,955,3,118,325,True,74,46,38,11.272291012573987
32,111,dijkstra,955,3,118,325,True,71,49,38,10.561709001194686
32,111,gbfs,955,3,118,325,True,84,51,38,0.26300002355128527
32,111,astar,955,3,118,325,True,71,49,38,7.429957971908152
32,112,dfs,62,169,187,526,True,187,126,89,55.175541958305985
32,112,bfs,62,169,187,526,True,48,30,23,7.244749984238297
32,112,dijkstra,62,169,187,526,True,45,32,23,6.548499979544431
32,112,gbfs,62,169,187,526,True,48,31,23,0.14387501869350672
32,112,astar,62,169,187,526,True,45,32,23,2.7370830066502094
32,113,dfs,280,471,71,75,True,71,47,35,37.07937500439584
32,113,bfs,280,471,71,75,True,10,8,6,0.5385829717852175
32,113,dijkstra,280,471,71,75,True,9,9,6,0.33654196886345744
32,113,gbfs,280,471,71,75,True,15,9,6,0.04125002305954695
32,113,astar,280,471,71,75,True,9,9,6,0.11129199992865324
32,114,dfs,715,330,125,285,True,125,86,63,43.42674999497831
32,114,bfs,715,330,125,285,True,25,14,12,2.501583017874509
32,114,dijkstra,715,330,125,285,True,24,15,12,2.8359590214677155
32,114,gbfs,715,330,125,285,True,27,16,12,0.07908401312306523
32,114,astar,715,330,125,285,True,24,15,12,0.8805000106804073
32,115,dfs,787,548,136,281,True,136,81,64,227.68520895624533
32,115,bfs,787,548,136,281,True,38,24,19,6.248666031751782
32,115,dijkstra,787,548,136,281,True,38,24,19,5.527834000531584
32,115,gbfs,787,548,136,281,True,47,27,19,0.1252090441994369
32,115,astar,787,548,136,281,True,38,24,19,2.111207984853536
32,116,dfs,281,667,254,321,True,254,158,115,2.533791004680097
32,116,bfs,281,667,254,321,True,23,13,12,1.700500026345253
32,116,dijkstra,281,667,254,321,True,21,15,12,1.559666998218745
32,116,gbfs,281,667,254,321,True,24,15,12,0.07391703547909856
32,116,astar,281,667,254,321,True,21,15,12,0.6429170025512576
32,117,dfs,273,142,125,340,True,125,81,59,195.5204579862766
32,117,bfs,273,142,125,340,True,10,5,5,0.33487495966255665
32,117,dijkstra,273,142,125,340,True,9,6,5,0.33850001636892557
32,117,gbfs,273,142,125,340,True,10,5,5,0.04008301766589284
32,117,astar,273,142,125,340,True,9,6,5,0.1305420300923288
32,118,dfs,557,284,246,296,True,246,152,117,21.434249996673316
32,118,bfs,557,284,246,296,True,40,24,20,9.327957988716662
32,118,dijkstra,557,284,246,296,True,40,24,20,8.609124983195215
32,118,gbfs,557,284,246,296,True,47,30,22,0.16679201507940888
32,118,astar,557,284,246,296,True,40,24,20,2.752290980424732
32,119,dfs,406,883,137,356,True,137,86,62,0.5177920102141798
32,119,bfs,406,883,137,356,True,26,19,15,4.690666974056512
32,119,dijkstra,406,883,137,356,True,25,20,15,3.6416249931789935
32,119,gbfs,406,883,137,356,True,34,22,16,0.10008300887420774
32,119,astar,406,883,137,356,True,25,20,15,0.960665987804532
32,120,dfs,680,258,195,356,True,195,122,90,95.50370898796245
32,120,bfs,680,258,195,356,True,25,18,13,2.6144590228796005
32,120,dijkstra,680,258,195,356,True,24,20,14,2.787208999507129
32,120,gbfs,680,258,195,356,True,25,18,13,0.08616701234132051
32,120,astar,680,258,195,356,True,24,20,14,0.9253330063074827
32,121,dfs,384,968,86,131,True,65,46,29,2.6290840469300747
32,121,bfs,384,968,86,131,True,39,26,18,4.228042031172663
32,121,dijkstra,384,968,86,131,True,38,28,19,4.748124978505075
32,121,gbfs,384,968,86,131,True,39,26,18,0.11591700604185462
32,121,astar,384,968,86,131,True,38,28,19,1.7546250019222498
32,122,dfs,577,434,194,230,True,194,127,87,4.331749980337918
32,122,bfs,577,434,194,230,True,36,24,19,3.61258297925815
32,122,dijkstra,577,434,194,230,True,36,24,19,3.1405420158989727
32,122,gbfs,577,434,194,230,True,41,23,19,0.11275004362687469
32,122,astar,577,434,194,230,True,36,24,19,1.2645840179175138
32,123,dfs,767,617,77,145,True,76,43,36,1.8652920261956751
32,123,bfs,767,617,77,145,True,46,30,24,7.094417000189424
32,123,dijkstra,767,617,77,145,True,46,30,24,6.872583995573223
32,123,gbfs,767,617,77,145,True,53,29,25,0.15270902076736093
32,123,astar,767,617,77,145,True,46,30,24,2.58883397327736
32,124,dfs,868,9,135,348,True,135,95,68,225.00558296451345
32,124,bfs,868,9,135,348,True,51,33,27,13.993916974868625
32,124,dijkstra,868,9,135,348,True,50,35,28,10.565500007942319
32,124,gbfs,868,9,135,348,True,61,35,28,0.17020897939801216
32,124,astar,868,9,135,348,True,50,35,28,4.113250004593283
32,125,dfs,228,521,126,204,True,126,90,62,20.578416995704174
32,125,bfs,228,521,126,204,True,22,13,10,1.059875008650124
32,125,dijkstra,228,521,126,204,True,21,13,11,1.2059169821441174
32,125,gbfs,228,521,126,204,True,26,14,10,0.06408401532098651
32,125,astar,228,521,126,204,True,21,13,11,0.45845803106203675
32,126,dfs,371,16,210,336,True,210,138,97,241.39766598818824
32,126,bfs,371,16,210,336,True,23,13,11,2.084125007968396
32,126,dijkstra,371,16,210,336,True,22,14,11,2.481792005710304
32,126,gbfs,371,16,210,336,True,25,18,12,0.07620797259733081
32,126,astar,371,16,210,336,True,22,14,11,0.7377080037258565
32,127,dfs,606,295,75,100,True,75,51,37,5.248458008281887
32,127,bfs,606,295,75,100,True,54,33,28,12.547000020276755
32,127,dijkstra,606,295,75,100,True,51,38,29,11.473459016997367
32,127,gbfs,606,295,75,100,True,71,42,30,0.18095801351591945
32,127,astar,606,295,75,100,True,51,38,29,5.970917001832277
32,128,dfs,131,519,124,205,True,124,79,60,11.299250007141382
32,128,bfs,131,519,124,205,True,26,15,13,1.2181670172140002
32,128,dijkstra,131,519,124,205,True,24,16,13,1.0692079667933285
32,128,gbfs,131,519,124,205,True,29,16,13,0.08495798101648688
32,128,astar,131,519,124,205,True,24,16,13,0.6289579905569553
32,129,dfs,905,403,214,633,True,214,137,103,8.583290968090296
32,129,bfs,905,403,214,633,True,35,23,18,3.486458968836814
32,129,dijkstra,905,403,214,633,True,34,24,19,3.3522919984534383
32,129,gbfs,905,403,214,633,True,35,23,18,0.10387500515207648
32,129,astar,905,403,214,633,True,34,24,19,1.2408749898895621
32,130,dfs,72,145,197,319,True,197,124,97,127.50112498179078
32,130,bfs,72,145,197,319,True,22,13,10,0.8932920172810555
32,130,dijkstra,72,145,197,319,True,21,15,11,0.9915839764289558
32,130,gbfs,72,145,197,319,True,28,17,10,0.06595900049433112
32,130,astar,72,145,197,319,True,21,15,11,0.3742080298252404
32,131,dfs,165,1006,144,195,True,96,65,45,0.17691601533442736
32,131,bfs,165,1006,144,195,True,55,34,27,13.843915949109942
32,131,dijkstra,165,1006,144,195,True,53,39,28,10.505124984774739
32,131,gbfs,165,1006,144,195,True,66,36,28,0.16308296471834183
32,131,astar,165,1006,144,195,True,53,39,28,4.7354589914903045
32,132,dfs,509,206,169,231,True,169,108,78,582.5884999940172
32,132,bfs,509,206,169,231,True,35,26,19,6.404707964975387
32,132,dijkstra,509,206,169,231,True,35,26,19,5.740499997045845
32,132,gbfs,509,206,169,231,True,43,26,19,0.1254579983651638
32,132,astar,509,206,169,231,True,35,26,19,2.0840829820372164
32,133,dfs,97,514,190,545,True,190,122,92,152.29754202300683
32,133,bfs,97,514,190,545,True,27,17,13,1.5354999923147261
32,133,dijkstra,97,514,190,545,True,27,17,13,1.4954999787732959
32,133,gbfs,97,514,190,545,True,31,20,13,0.09162497008219361
32,133,astar,97,514,190,545,True,27,17,13,0.6989589892327785
32,134,dfs,29,202,187,200,True,187,128,89,71.1499159806408
32,134,bfs,29,202,187,200,True,45,25,22,4.737916984595358
32,134,dijkstra,29,202,187,200,True,41,30,22,3.9052499923855066
32,134,gbfs,29,202,187,200,True,49,29,24,0.15316600911319256
32,134,astar,29,202,187,200,True,41,30,22,1.5702499658800662
32,135,dfs,401,773,235,385,True,233,154,103,0.47745800111442804
32,135,bfs,401,773,235,385,True,39,22,18,8.842624956741929
32,135,dijkstra,401,773,235,385,True,37,21,19,6.581916997674853
32,135,gbfs,401,773,235,385,True,44,26,18,0.1140419626608491
32,135,astar,401,773,235,385,True,37,21,19,1.7179170390591025
32,136,dfs,693,524,211,427,True,211,133,95,27.509249979630113
32,136,bfs,693,524,211,427,True,20,14,11,2.5220829993486404
32,136,dijkstra,693,524,211,427,True,20,14,11,2.0662500173784792
32,136,gbfs,693,524,211,427,True,26,17,11,0.07154198829084635
32,136,astar,693,524,211,427,True,20,14,11,0.49704202683642507
32,137,dfs,763,462,82,171,True,82,49,37,20.938541973009706
32,137,bfs,763,462,82,171,True,31,22,17,3.831666021142155
32,137,dijkstra,763,462,82,171,True,30,23,17,3.101999987848103
32,137,gbfs,763,462,82,171,True,41,26,19,0.11554203229025006
32,137,astar,763,462,82,171,True,30,23,17,1.360666996333748
32,138,dfs,963,308,113,333,True,113,84,56,57.502249954268336
32,138,bfs,963,308,113,333,True,61,37,27,9.497499966528267
32,138,dijkstra,963,308,113,333,True,51,42,29,8.708500012289733
32,138,gbfs,963,308,113,333,True,64,40,27,0.15854096272960305
32,138,astar,963,308,113,333,True,51,42,29,3.8429159903898835
32,139,dfs,850,536,64,65,True,64,47,34,47.323083970695734
32,139,bfs,850,536,64,65,True,24,13,11,1.623875054065138
32,139,dijkstra,850,536,64,65,True,23,14,12,1.990791002754122
32,139,gbfs,850,536,64,65,True,26,14,11,0.07504102541133761
32,139,astar,850,536,64,65,True,23,14,12,0.6789159961044788
32,140,dfs,694,841,88,101,True,88,58,41,11.12862501759082
32,140,bfs,694,841,88,101,True,29,16,15,3.351084014866501
32,140,dijkstra,694,841,88,101,True,27,19,15,2.6062920223921537
32,140,gbfs,694,841,88,101,True,31,20,15,0.09508297080174088
32,140,astar,694,841,88,101,True,27,19,15,0.7094580214470625
32,141,dfs,367,789,196,489,True,196,130,99,5.117250024341047
32,141,bfs,367,789,196,489,True,33,21,13,3.635416040197015
32,141,dijkstra,367,789,196,489,True,26,23,15,3.8497920031659305
32,141,gbfs,367,789,196,489,True,33,21,13,0.08429097943007946
32,141,astar,367,789,196,489,True,26,23,15,1.1085420264862478
